onset	duration	stim	cond	rt	acc	resp	cresp
26.1	3.003	RAMP	targ_hard	1088	1	non-target	non-target
58.1	3.005	CART	targ_easy	n/a	0	n/a	target
90.1	3.001	PICK	lure_hard	1002	1	target	target
122.1	3.003	CHROME	targ_hard	915	1	non-target	non-target
154.1	3.007	GALLERY	targ_easy	1011	1	non-target	non-target
186.1	3.004	BELT	targ_hard	1100	1	target	target
218	3.009	SKETCH	targ_easy	1253	1	non-target	non-target
250	3.009	ARMOR	lure_hard	916	1	non-target	non-target
282	3.009	OCEAN	targ_hard	1317	1	non-target	non-target
314	3.003	TRACK	targ_easy	1237	1	non-target	non-target
346	3.006	DECK	targ_hard	2031	1	target	target
378	3.004	PILE	targ_easy	934	1	non-target	non-target
410	3.002	MATCH	targ_hard	1512	1	non-target	non-target
442	3.003	PUMP	targ_easy	1056	1	target	target
474	3.005	PISTOL	targ_easy	217	1	target	target
506.1	3.01	ISSUE	lure_hard	1439	1	non-target	non-target
538	3.01	PURSE	targ_hard	2281	1	target	target
570	3.001	SHIELD	targ_hard	2097	1	non-target	non-target
602	3.004	SPARK	targ_easy	2082	1	non-target	non-target
634	3.003	LETTER	lure_hard	1066	1	non-target	non-target
666	3.006	CRAYON	targ_hard	1203	1	non-target	non-target
698	3.002	ROAD	targ_easy	n/a	0	n/a	target
730	3.006	STAPLE	targ_easy	1051	1	target	target
762	3.002	POLE	targ_hard	1076	1	target	target
794	3.009	BRACELET	lure_hard	1124	1	target	target
